1,0,1,0,1,0,1,1,1,0,1,0,1,0,0,-1,0,0,0,0,1,1,1,1,1,1,1,1,1,2,1,2,0,1,0,1,0,1,0,1,-1,1,0,1,0,1,-1,0,0,1,0,1,0,1,0,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,-3,-3,-3,-3,-1,-2,-2,-2,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,1,-2,1,-2,1,-2,1,-1,1,-1,1,0,1,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,0,1,0,1,-1,1,0,1,0,58.565,-13.138,70.947,34.586,40.586,13.862,57.352,50.352,9
1,0,1,0,1,1,1,0,1,0,1,1,1,1,2,2,2,1,0,0,-2,-2,-2,-2,-2,-2,-1,-2,-1,-3,-1,-3,-1,-2,0,-1,0,-1,0,-1,0,-1,-1,-1,0,-1,0,-1,0,-1,0,-1,-2,0,1,-2,1,-1,-5,2,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,1,0,0,-1,1,-1,1,0,0,0,1,0,1,-1,1,-1,2,-1,2,-2,2,-2,2,-2,2,-1,0,0,-1,1,-1,1,-1,1,-1,1,-1,1,0,1,-1,1,0,1,0,1,0,1,0,26.653,-13.964,44.983,39.419,45.419,15.036,38.653,32.653,9
2,-1,2,0,2,-1,2,0,2,0,2,0,2,0,2,1,2,1,3,2,2,1,4,2,1,-3,0,-2,1,-2,1,-2,2,-2,1,-3,2,-2,2,-1,2,0,2,-1,1,-1,2,0,1,0,1,0,3,-1,-1,2,3,-1,4,-2,1,0,1,0,1,0,1,0,1,0,1,0,1,-1,1,0,1,-1,1,0,1,0,1,-1,1,0,1,0,1,0,1,0,0,-2,2,-1,1,0,2,0,2,0,2,1,2,1,1,2,2,2,1,2,1,2,1,3,0,2,1,1,3,-3,3,-2,2,-1,2,-1,2,-1,2,0,2,-1,2,0,2,-1,2,0,2,-1,2,0,21.725,-16.829,69.373,34.306,40.306,17.171,31.725,26.725,9
3,1,3,0,3,1,3,0,3,1,3,0,3,0,3,0,3,0,3,0,5,3,0,-4,3,1,3,-1,2,-2,3,-3,2,-3,3,-2,3,-2,3,-1,3,-1,3,1,2,1,2,1,3,1,2,1,2,1,5,-2,1,1,2,1,5,-1,5,-1,5,0,5,0,5,0,5,0,5,1,5,0,5,1,5,1,5,1,5,2,5,2,5,2,5,2,4,1,4,2,2,0,2,0,3,-1,3,0,3,0,3,0,3,1,2,2,3,3,2,3,2,3,4,-1,5,-4,3,0,3,0,3,0,3,0,3,1,3,0,3,0,3,0,3,0,3,0,3,0,3,0,20.856,-19.011,54.602,62.602,70.602,17.989,30.856,25.856,9
1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0,4,5,3,4,2,3,2,1,1,1,2,-1,1,-2,1,-2,2,-1,2,0,2,0,2,1,2,1,1,1,2,1,1,1,1,1,2,1,2,1,2,1,2,1,2,1,2,0,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,1,1,1,0,1,0,1,0,1,0,1,1,1,0,1,1,1,2,1,2,2,2,1,3,1,3,2,-1,1,2,1,2,0,3,0,3,0,3,0,2,0,2,0,2,0,2,0,1,0,2,1,1,1,1,1,1,24.403,-21.709,48.113,72.09,64.113,19.291,49.425,30.403,9
2,0,2,0,2,0,2,0,2,1,2,0,2,1,2,2,2,2,2,2,2,3,1,1,-2,-4,-2,-4,-1,-1,0,0,0,2,0,2,0,3,-1,1,-1,0,-1,0,0,-1,-1,0,0,0,-1,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-2,0,-2,0,-2,0,-4,0,-4,-1,1,2,-4,2,-5,3,-5,3,-5,3,-4,3,-3,3,-3,3,-3,3,-2,3,-1,3,-2,2,-1,2,0,2,-1,7.2906,-19.267,52.578,59.578,67.578,17.733,14.291,10.291,9
-2,0,-2,-1,-2,0,-2,0,-2,-1,-2,0,-2,0,-2,-1,-5,-3,-8,-7,-7,-7,-2,1,-2,-1,-1,2,-1,3,-2,2,-2,2,-2,3,-2,2,-2,1,-2,0,-2,-1,-2,-1,-1,-1,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,-1,-2,-1,-2,0,-2,0,-2,-1,-2,0,-2,0,-2,-1,-2,0,-2,0,-2,0,-2,-1,-2,-1,-2,-1,-2,0,-1,0,-2,0,-2,0,-1,0,-2,0,-2,0,-2,0,-2,0,-2,-1,-2,-2,-2,-2,-1,-2,-1,-4,-1,-4,-3,2,-6,5,-9,8,-3,1,-2,0,-2,-1,-2,0,-2,-1,-2,-1,-2,0,-2,-1,-2,-1,-2,0,32.521,-15.874,69.533,60.933,68.933,17.126,22.722,10.323,9
-7,0,-7,0,-7,-1,-7,-2,-7,-2,-7,-3,-7,-4,-7,-4,-4,-2,-1,1,-1,0,-4,-5,0,4,0,4,-1,3,0,3,-1,3,-1,1,-2,0,-1,1,-1,2,-1,1,-1,1,-1,0,0,1,-1,0,-1,0,-1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,2,1,3,0,3,0,1,-1,1,-1,1,-1,1,-1,0,-1,0,-1,0,-2,0,-2,-1,-1,-1,-1,-1,-1,-1,-1,-2,0,-2,-3,4,-3,3,-2,2,0,-1,-7,5,-8,6,-7,5,-7,4,-7,4,-7,3,-7,2,-7,2,-7,1,-7,1,72.971,-15.608,71.814,99.75,88.814,15.392,110.04,81.971,9
-1,0,-1,0,-1,0,-1,1,-1,1,-1,1,-1,1,-1,1,0,1,0,2,0,2,-1,2,-2,1,-2,0,-2,0,-2,1,-2,1,-2,2,-2,2,-3,1,-3,0,-2,1,-2,0,-2,0,-2,0,-2,-1,-3,0,-1,-1,-3,0,-2,0,-6,2,-6,1,-6,1,-6,0,-6,0,-6,-1,-6,0,-6,0,-6,-1,-6,-1,-6,-2,-6,-2,-6,-3,-1,0,-3,0,-3,-1,-1,0,-1,0,-2,1,-2,0,-2,0,-2,-1,-2,-1,-2,-2,-2,-2,-2,-2,-2,-1,-2,-1,-2,0,-1,0,-1,-2,-1,-2,0,-2,-1,-2,-2,0,-2,0,-1,-1,-1,-1,-1,0,-1,0,-1,0,-1,-1,39.959,-13.453,57.363,36.909,74.363,13.547,69.732,61.732,9
3,0,3,0,3,1,3,0,3,0,3,1,3,1,3,1,-1,-2,-1,-3,-1,-4,0,-4,1,-3,1,-3,2,-2,1,-2,1,-2,2,-1,2,-1,2,-1,2,0,1,-1,1,0,1,0,1,0,1,1,2,0,0,1,2,0,1,0,5,-2,5,-1,5,-1,5,0,5,0,5,0,5,0,5,0,5,1,5,1,5,2,5,2,5,2,1,-1,2,0,2,1,1,-1,1,-1,1,-1,1,0,1,0,2,0,2,1,2,1,1,2,2,2,1,2,1,2,1,2,0,3,-1,3,0,3,2,0,4,-1,4,-2,4,-2,3,0,3,0,3,-1,3,0,3,0,3,0,84.049,-14.284,61.049,86.716,78.049,14.716,66.383,44.049,9
