0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,1,0,0,0,1,1,1,1,1,2,0,2,0,2,0,1,0,1,-1,1,-1,0,-1,1,-1,0,-1,0,-1,0,0,1,-2,2,-4,3,1,-1,-2,0,1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,-1,-1,0,-1,-1,-4,-4,0,0,-1,-1,-1,-2,-1,-1,-1,0,-1,-1,-1,-1,0,-1,0,-1,0,-1,1,-2,1,-1,1,-2,1,-1,1,-2,0,-1,1,-1,1,-1,1,-1,1,-1,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,44.729,42.729,54.417,24.041,-4.023,-13.087,-3.1512,26.785,31.785,77.721,25.473,26.473,28.473,29.473,31.473,47.785,22.849,13.913,20.977,44.041,53.729,50.729,48.729,46.729,9
2,-1,2,0,2,1,2,0,2,1,2,1,2,2,3,2,3,2,1,2,0,1,-2,-2,-2,-2,-2,-2,-1,-2,-1,-3,-1,-3,-1,-2,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,-1,-1,2,-2,2,-3,-4,2,-5,3,-3,1,-1,0,-1,0,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-2,-3,-1,-2,0,0,-1,-2,0,0,0,1,0,1,0,1,-1,1,-1,1,-1,2,-1,2,-2,2,-2,2,-2,3,0,0,1,-2,2,-3,2,-2,2,-2,2,-2,2,-1,2,-2,2,-1,2,0,2,-1,2,0,19.198,17.198,15.198,44.059,-1.7562,-14.618,-1.4338,30.704,64.797,17.612,19.612,20.612,21.612,22.612,24.612,52.704,26.566,15.382,27.244,69.059,24.198,22.198,21.198,20.198,9
4,1,4,0,4,0,4,1,4,1,4,1,4,1,4,2,4,2,3,1,0,-3,3,1,3,2,2,-3,1,-3,1,-2,2,-2,2,-2,2,-2,2,-1,2,0,2,-1,2,1,2,1,2,1,2,1,0,2,-1,3,5,-2,2,0,2,0,2,0,2,-1,2,0,2,0,2,0,2,0,2,0,2,0,2,-1,2,0,2,0,2,0,2,0,2,0,3,1,3,2,1,0,3,2,2,0,2,0,2,1,2,0,2,1,2,2,1,2,1,2,2,1,5,-7,4,-3,5,-4,5,-3,4,-2,4,-2,4,-2,4,-1,4,-1,4,0,4,-1,4,-1,4,0,4,0,5.0544,4.0544,3.0544,30.288,2.6714,-16.563,-0.79668,32.778,37.778,18.395,19.395,21.395,22.395,23.395,25.395,41.586,27.203,16.437,36.671,39.48,8.0544,7.0544,6.0544,6.0544,9
0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-2,0,-2,0,-2,2,-1,5,4,3,1,1,-4,2,0,2,-2,3,-3,2,-3,3,-2,3,-1,3,-1,3,0,3,1,3,1,2,1,2,1,2,0,4,-2,5,-2,1,2,6,-2,6,-2,6,-1,6,0,6,0,6,0,6,0,6,1,6,0,6,1,6,2,6,2,6,3,6,2,6,3,6,4,4,2,3,1,3,1,3,-1,3,-1,3,-1,3,0,3,1,3,2,3,2,3,3,2,3,1,3,-1,8,3,-1,1,2,0,3,0,3,0,2,0,3,0,2,0,1,0,1,0,1,0,1,0,0,0,0,25.77,23.77,21.77,28.117,7.7698,-18.966,0.64582,23.952,53.257,56.257,59.257,61.257,63.257,66.257,69.257,44.952,27.646,18.034,46.77,35.77,31.77,29.77,27.77,26.77,9
1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0,2,2,3,4,2,3,1,2,1,1,2,-1,1,-1,1,-2,2,-1,2,-1,2,0,1,0,1,0,1,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,2,2,2,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,2,1,2,1,1,0,4,1,1,2,0,1,1,0,3,0,3,0,2,0,2,0,2,0,1,0,2,0,2,0,1,1,1,1,1,1,1,1,1,27.187,26.187,23.187,20.187,11.187,-20.712,5.3898,20.61,50.051,53.051,56.051,58.051,60.051,62.051,66.051,41.61,26.17,19.288,49.187,51.967,46.967,44.967,30.187,29.187,9
3,0,3,0,3,1,3,0,3,1,3,1,3,2,3,2,3,3,3,4,3,4,0,-1,-1,-2,2,4,0,-2,0,0,-1,2,0,1,0,2,-1,1,-1,1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,-1,0,-1,0,-1,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,-2,-2,-2,-1,-2,-1,-1,0,-1,0,-1,0,0,0,-1,0,0,0,-1,0,-2,0,-2,0,-1,1,-5,0,-2,3,-9,3,-6,1,-4,2,-3,4,-5,4,-5,4,-4,4,-3,4,-3,4,-3,4,-2,3,-1,3,-1,3,-1,3,-1,4.5515,3.5515,2.5515,17.64,7.6399,-19.174,0.37476,23.649,53.924,42.286,44.286,46.286,48.286,50.286,53.286,43.649,28.375,17.826,45.64,34.64,6.5515,6.5515,5.5515,4.5515,9
-2,0,-2,0,-2,-1,-2,0,-2,0,-2,0,-2,0,-2,0,-2,0,-2,0,-7,-6,-4,-3,-4,-2,-3,-1,1,12,-2,3,-2,2,-2,3,-3,1,-3,1,-3,-1,-2,-1,-3,-2,-2,-2,-2,-2,-4,1,-3,-1,-2,-2,-2,-1,-1,-1,-4,0,-5,0,-5,1,-5,0,-5,-1,-5,0,-5,-1,-5,0,-5,-1,-5,-1,-5,-1,-5,-2,-5,-2,-5,-2,-1,1,-4,-2,-5,-2,-2,1,-2,1,-2,1,-3,1,-3,1,-3,0,-2,-1,-3,-2,-2,-2,0,-8,-3,0,-6,5,-6,6,-7,5,-8,7,-6,5,-4,2,-2,-1,-2,-1,-2,0,-2,-1,-2,-1,-2,-1,-2,0,-2,0,1.5686,1.5686,0.56858,31.213,-4.4314,-15.689,-3.0757,29.538,47.409,66.28,18.795,19.795,20.795,21.795,79.28,52.538,26.924,17.311,17.697,87.471,38.084,3.5686,2.5686,2.5686,9
-7,0,-7,-1,-7,0,-7,-1,-7,-2,-7,-2,-7,-3,-8,-4,-8,-5,-8,-7,-3,-1,-2,1,1,4,-2,-1,-3,-6,-1,3,-1,3,-2,2,-2,2,-1,1,-1,1,-2,1,-1,1,-1,1,-1,1,2,-2,-1,1,-2,2,0,0,-4,2,-1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,2,4,5,-1,1,0,3,2,4,-1,1,-1,0,-2,1,-1,-1,-1,-1,-2,0,-2,-1,-1,-1,-1,-2,-3,4,-3,4,1,-2,1,-2,-1,-1,-2,0,-5,2,-6,4,-7,5,-7,4,-7,3,-7,3,-7,3,-7,2,-7,1,-7,1,48.511,46.511,57.676,38.511,-4.1462,-14.639,0.7031,36.21,55.046,31.374,33.374,35.374,36.374,38.374,87.881,59.21,28.703,15.361,31.018,48.347,90.84,54.511,52.511,50.511,9
-1,0,-1,0,-1,-1,-1,0,-1,0,-1,-1,-1,-1,0,0,0,0,0,1,1,1,0,1,-1,-1,-1,0,-1,0,-1,0,-1,1,-1,1,-1,1,-2,1,-1,1,-1,1,-1,0,-1,0,-1,0,-2,-1,-1,-1,1,-2,-2,0,3,-2,-1,0,-1,0,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,0,-1,0,-1,0,-1,0,-5,-4,-1,0,-1,0,-2,-1,-1,0,-1,-1,-1,-1,-1,-1,-2,-1,-1,-2,-1,-2,-1,-2,-1,-1,0,-1,-1,0,-2,-1,-1,0,0,-1,0,-1,0,-1,-1,-1,-3,0,-2,0,-2,0,-1,0,-1,-1,-1,0,-1,0,-1,-1,47.777,45.777,42.777,26.618,-3.8593,-13.337,2.0262,36.549,54.389,93.071,33.708,34.708,36.708,38.708,88.23,59.549,28.026,13.663,23.141,48.618,72.937,69.937,51.777,49.777,9
3,0,3,0,3,1,3,0,3,1,3,1,3,2,3,2,2,1,0,-1,-1,-3,-1,-3,-1,-2,-1,-2,0,-2,0,-2,0,-2,1,-1,1,-1,1,-1,0,-1,0,-1,0,0,0,-1,0,0,1,1,0,1,-2,2,0,0,-4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,-1,0,0,1,0,2,1,0,-1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,2,0,3,-1,2,0,1,1,-1,4,-3,4,-3,5,-3,4,-2,4,-2,3,-1,3,-1,3,-1,3,0,3,0,20.37,18.37,25.642,45.187,-1.9023,-13.991,-2.8082,28.375,47.103,25.647,27.647,28.647,30.647,31.647,96.558,52.375,25.192,15.009,28.098,72.187,26.37,24.37,22.37,21.37,9
5,0,5,0,5,0,5,1,5,1,5,1,5,1,5,2,6,3,2,-1,7,7,6,6,5,3,2,-4,2,-3,3,-3,3,-3,3,-3,3,-2,3,-1,4,0,3,0,3,0,3,1,2,0,2,0,3,-1,4,-1,2,1,5,-1,5,-1,5,-1,5,-1,5,0,5,-1,5,0,5,0,5,0,5,0,5,1,5,0,5,1,5,1,5,1,2,-1,2,-1,3,1,3,-1,3,-1,3,-1,3,0,3,0,3,1,3,1,3,3,3,3,2,4,2,4,6,-8,5,-4,8,-7,7,-5,5,-2,5,-2,5,-1,5,-1,5,-1,5,-1,5,0,5,-1,5,-1,5,0,6.9025,5.9025,4.9025,16.108,5.1079,-16.906,3.6833,27.478,43.875,47.875,49.875,51.875,53.875,55.875,75.272,49.478,24.286,16.094,42.108,43.711,10.902,9.9025,8.9025,7.9025,9
2,0,2,1,2,1,2,0,2,0,2,0,2,0,2,-1,2,-1,8,5,3,-1,4,0,2,-1,5,4,4,2,3,-2,4,-3,3,-4,4,-4,5,-2,4,-1,4,1,4,2,3,2,3,2,3,2,3,2,3,2,4,0,5,0,5,0,5,1,5,1,5,0,5,1,5,1,5,1,5,1,5,1,5,1,5,2,5,2,5,2,4,2,3,0,3,-1,3,-1,2,-1,3,-2,3,-2,4,-1,4,0,4,1,3,4,4,3,2,6,2,5,4,0,1,8,3,2,0,6,1,4,2,3,2,3,2,2,2,1,2,2,2,1,2,1,2,2,2,1,2,1,19.093,17.093,15.093,12.093,3.093,-21.586,4.8159,20.896,35.977,68.137,71.137,73.137,75.137,78.137,64.057,29.816,24.736,19.414,64.932,52.932,25.093,22.093,21.093,20.093,9
2,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,4,3,3,2,2,-1,2,2,2,3,3,0,3,-1,2,-3,2,-2,3,-2,2,0,2,1,2,1,1,1,2,1,1,0,2,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,-1,1,-1,1,-1,2,-1,1,0,2,0,2,0,2,-1,2,-1,2,-1,2,0,2,0,2,3,3,3,2,5,3,-4,4,-6,3,-1,2,0,2,1,2,1,1,2,0,2,1,1,1,1,1,1,2,0,2,1,2,0,2,0,2,0,2,0,21.227,19.227,17.227,14.227,4.2267,-21.925,0.35347,18.923,33.493,49.062,51.062,53.062,55.062,57.062,46.493,26.353,22.784,22.075,39.227,57.087,52.087,35.657,23.227,22.227,9
0,1,0,2,0,1,0,2,0,2,0,2,0,2,0,3,0,3,0,4,0,4,0,4,0,5,0,6,-2,1,-2,-2,-2,-3,-2,0,-2,2,-1,1,-1,0,-2,2,-1,-1,-1,-1,-1,0,-1,1,-2,1,-2,2,-3,2,-3,2,-3,1,-3,2,-3,1,-3,1,-3,2,-3,1,-3,1,-3,1,-3,1,-3,0,-3,1,-1,2,-2,1,-2,1,-2,0,-3,0,-3,0,-2,0,-2,2,-1,3,-2,1,-2,2,-2,-1,-2,2,-2,-1,-2,5,-3,7,-3,3,-2,2,-2,1,0,-2,0,-1,1,-2,0,-1,1,-1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,6.9632,5.9632,4.9632,2.9632,5.3414,-23.104,7.4506,26.762,31.762,34.762,35.762,37.762,39.762,71.383,43.762,24.14,21.829,22.896,57.03,58.72,18.652,9.9632,8.9632,7.9632,9
